Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
51590,19,0,11,0,3949,2,0,0,1,1,69,2,2,3,1,1,14,0,0,1,2,0,0
38121,52,1,43,1,10315,1,0,1,1,0,60,3,0,3,0,1,116,1,1,0,2,2,0
52556,51,1,10,3,5203,2,1,0,0,1,73,2,1,1,0,0,69,0,1,1,3,1,0
42491,38,1,27,3,6225,2,0,0,1,0,23,2,0,4,1,2,51,0,0,0,3,0,1
34383,53,1,15,0,4535,0,3,0,0,0,1,1,1,1,1,2,16,0,0,0,2,1,1
48480,31,1,23,1,5305,2,2,0,0,0,21,0,1,3,0,1,49,0,0,0,3,1,1
13465,42,1,34,4,7848,3,2,0,1,0,23,0,1,0,2,1,70,0,0,1,2,0,1
27022,49,0,25,1,10807,2,0,2,0,1,46,0,1,1,1,0,96,0,0,0,2,2,1
45763,56,0,1,3,5744,2,2,0,0,0,90,2,1,1,0,2,17,0,0,0,2,2,0
2486,21,0,12,0,4709,2,1,0,3,1,94,0,0,0,1,1,48,0,0,0,3,1,0
70539,57,1,27,4,7712,3,0,0,1,1,55,2,1,0,0,1,92,0,1,0,3,1,1
33410,33,0,16,2,7205,1,2,1,1,1,90,2,1,3,1,1,21,1,0,0,1,0,0
59906,48,0,28,2,7653,1,3,0,3,1,83,2,1,0,1,2,82,0,0,1,1,2,0
72141,34,0,12,0,5085,1,0,0,0,0,25,0,0,0,0,2,49,1,0,0,2,1,0
42188,44,0,36,3,5974,2,1,0,0,0,2,0,2,0,1,1,53,0,0,0,2,2,0
7098,44,0,33,4,8935,2,0,0,0,0,58,3,1,1,0,0,45,0,0,0,2,0,0
15837,52,1,21,2,6211,1,0,0,2,1,90,2,1,3,0,0,25,0,0,0,2,2,0
3092,34,1,13,4,9999,2,1,0,1,0,40,3,2,4,2,1,83,0,0,0,2,1,1
38982,56,0,44,0,4801,2,0,2,2,0,38,0,1,3,1,1,53,0,0,1,2,0,1
48679,19,1,2,3,6289,2,1,0,1,0,82,1,1,2,0,2,39,0,0,0,2,2,0
59091,54,0,22,4,9273,1,2,0,0,1,28,0,2,4,1,0,53,0,0,1,2,0,1
41564,40,0,4,4,8134,2,0,0,1,0,11,1,0,1,1,1,81,1,0,0,3,2,1
16146,47,1,35,3,5946,1,0,0,2,0,15,2,1,1,1,1,77,0,0,0,1,1,0
2349,34,0,19,2,7602,1,0,2,0,1,92,3,1,0,0,1,22,1,0,0,3,0,1
15342,40,1,26,0,5839,0,0,2,1,1,31,1,1,2,1,2,62,0,0,0,1,1,0
45760,30,1,4,0,4793,3,0,0,2,0,51,2,2,5,0,1,28,1,0,0,2,0,0
6606,49,0,27,1,9592,2,2,2,1,1,83,0,0,3,0,0,86,0,0,0,2,3,0
31337,20,1,5,2,6369,1,0,1,0,0,69,4,2,2,1,1,66,1,0,0,3,2,0
13995,25,0,12,4,10928,2,2,0,0,1,74,1,2,0,0,2,86,0,0,0,2,1,0
38229,32,0,8,1,10342,0,1,0,1,0,90,1,2,3,0,1,73,1,0,0,2,0,0
38445,47,0,18,2,9587,1,3,0,1,1,29,0,2,0,1,1,66,1,0,1,2,2,0
31278,24,1,3,2,7446,2,0,0,0,0,82,0,2,1,0,0,74,0,0,0,2,2,0
55488,53,0,22,3,6134,1,2,0,0,0,53,4,0,2,1,0,51,1,0,0,2,0,1
10874,26,1,5,4,8665,0,1,0,1,0,78,3,1,1,1,1,18,1,0,0,2,1,1
3287,19,0,2,2,6989,1,0,0,1,0,65,0,1,2,1,2,58,0,0,0,2,2,0
40716,24,0,6,4,9529,0,2,0,0,0,61,0,1,4,2,1,21,1,0,0,2,1,1
15343,50,1,12,2,7868,1,0,2,2,0,62,1,1,0,2,0,26,0,0,0,1,2,1
30171,38,0,18,4,8159,1,1,0,0,0,28,0,1,4,2,2,46,1,0,0,1,2,1
67761,53,0,35,1,8854,3,0,0,0,0,72,3,1,0,0,2,55,0,0,0,0,0,1
72856,57,0,2,3,5100,1,2,0,1,1,53,4,1,0,1,1,56,0,0,0,3,0,1
64822,29,1,17,4,9656,0,3,0,0,1,57,3,1,2,0,1,46,0,1,0,1,2,0
31365,44,1,19,2,7148,2,0,0,3,0,69,1,1,0,1,1,24,1,0,0,2,0,1
28590,50,1,7,2,9930,0,0,0,0,0,42,1,1,0,0,1,48,0,0,0,1,1,0
72503,48,1,3,4,10315,0,0,0,1,0,56,1,2,3,2,2,38,0,0,1,3,1,1
65522,46,1,11,0,3903,1,0,0,0,1,80,1,2,3,1,2,75,0,0,0,1,1,0
28261,45,0,14,1,7333,2,3,2,1,1,24,0,2,0,0,1,50,0,0,0,2,2,0
12760,58,1,24,1,10486,2,3,0,1,0,88,0,2,3,2,2,32,0,0,0,0,2,0
11289,35,1,20,2,7753,0,1,0,0,0,49,0,1,0,2,2,55,0,0,0,0,1,1
59469,37,1,5,4,8303,2,1,2,1,0,76,2,0,1,0,1,16,0,0,0,3,1,0
65750,57,0,9,0,4540,0,2,0,0,0,94,4,2,0,0,2,86,0,0,1,2,1,0
26365,35,1,26,0,3827,0,1,0,1,1,14,3,1,3,1,1,32,0,0,0,1,2,1
63557,21,0,13,3,5972,2,0,2,2,0,55,0,0,1,0,2,77,0,0,0,1,1,0
18645,57,1,13,4,7432,3,3,0,1,0,1,0,2,1,1,1,17,0,0,0,2,2,1
50682,53,1,1,4,10583,3,2,0,1,0,60,1,0,1,1,2,22,0,0,0,3,0,1
44767,37,0,2,3,5848,1,0,0,0,1,87,3,0,0,1,1,78,1,0,0,3,3,1
25469,30,0,11,2,7586,2,3,0,0,1,69,2,2,0,2,1,81,0,0,0,1,1,0
57995,48,0,23,1,9994,2,0,0,0,0,9,1,2,3,1,2,42,1,0,0,2,2,1
24678,20,0,8,4,8293,1,0,2,0,1,49,1,2,0,1,2,13,0,0,0,2,2,1
17485,28,0,19,3,5198,1,2,0,0,0,83,0,1,4,2,1,91,0,1,1,2,0,1
25668,48,1,11,2,7394,1,0,0,1,1,13,0,2,4,1,0,33,0,0,0,2,0,0
37669,40,0,12,0,4228,1,3,0,0,0,38,4,2,0,0,0,80,0,0,0,1,1,1
997,32,1,16,1,10690,2,0,2,0,0,55,1,2,4,1,2,91,0,0,0,2,0,0
28307,34,1,26,3,5217,2,2,1,0,0,29,1,1,3,2,1,43,0,0,0,2,2,1
70097,25,0,15,3,6050,0,2,0,0,1,79,2,2,1,0,1,45,0,0,0,3,0,0
11735,26,1,1,2,6970,2,1,0,1,0,35,0,1,2,1,0,24,0,0,0,2,2,1
68948,49,1,14,0,4931,1,0,0,1,1,87,1,0,0,0,1,86,0,0,0,2,2,0
37060,38,0,25,2,7907,2,0,2,0,0,3,2,2,4,2,0,80,0,0,0,2,1,1
62701,59,1,45,3,6105,1,3,0,2,1,19,3,1,3,1,1,54,0,0,1,2,2,1
62555,44,1,27,0,4791,3,3,0,2,1,17,4,1,3,2,2,82,0,0,0,2,1,1
6302,58,0,9,0,5669,2,0,2,0,1,46,3,2,0,2,2,83,0,0,0,2,1,0
19671,47,1,19,2,9285,2,1,1,0,0,40,0,2,1,0,0,77,0,0,0,2,2,0
35178,38,1,28,4,8915,1,0,2,1,0,38,2,2,1,2,0,76,0,0,0,2,1,1
22818,49,1,20,4,10579,1,0,1,2,0,83,0,0,0,2,0,45,0,0,1,1,2,0
61516,25,1,1,3,5644,2,1,0,1,0,75,0,0,3,1,1,68,1,0,0,2,3,1
65798,39,1,29,4,11774,2,1,0,1,1,35,4,1,4,0,1,102,1,0,0,0,3,1
18001,45,0,10,2,6641,1,2,0,4,0,66,4,1,5,2,2,61,0,0,1,2,2,1
2865,34,0,23,2,6261,2,0,2,0,1,94,2,2,0,0,2,47,0,0,1,0,2,0
253,20,0,1,0,5326,1,0,2,0,0,40,1,1,2,0,2,60,1,0,1,1,1,0
58883,19,1,5,4,7616,1,0,0,2,0,4,0,0,1,0,0,78,0,0,1,0,2,1
5073,28,0,16,2,7527,0,0,0,0,0,49,2,1,4,0,2,95,0,0,0,3,2,1
677,20,1,11,2,7318,0,2,0,1,0,25,3,1,0,2,1,69,1,0,0,1,2,1
45663,49,1,6,2,5402,1,0,0,1,0,90,1,1,0,0,1,78,0,0,1,3,0,0
54975,30,1,22,2,6935,3,3,0,0,0,23,1,1,2,0,2,71,1,0,0,2,3,0
22545,29,1,12,2,8570,1,3,0,2,0,71,3,1,0,0,1,84,0,0,0,0,0,0
57328,57,0,13,0,5027,1,0,2,0,1,90,0,0,0,1,1,43,0,0,0,2,1,1
18012,56,1,29,4,9314,2,1,0,0,1,55,1,2,1,2,0,97,0,0,0,2,1,0
11609,28,1,19,4,11392,3,0,1,0,0,31,0,1,2,1,1,66,0,0,0,3,0,0
47645,20,0,12,0,4591,2,3,0,1,0,32,0,1,0,0,1,27,1,0,0,1,1,1
53333,40,0,9,1,4672,2,0,0,1,0,74,0,1,0,0,2,41,0,0,1,2,2,0
40235,19,0,11,0,4457,1,0,2,2,0,4,1,1,0,0,1,17,0,0,1,1,1,0
51374,23,0,14,2,7742,2,0,1,1,1,11,0,1,3,0,1,38,1,0,0,2,1,1
3391,29,1,14,4,8604,2,0,3,0,0,90,3,1,0,0,0,59,1,0,0,2,2,1
43431,47,1,30,4,9731,1,3,0,1,1,99,2,1,0,0,1,97,0,0,0,1,3,0
32182,37,0,25,0,4817,1,0,3,2,0,63,1,2,1,1,0,74,0,0,1,2,1,1
73195,36,1,15,2,7343,1,3,1,0,0,2,2,0,0,0,1,55,0,0,0,2,1,1
45134,19,0,5,2,7548,3,1,2,0,0,18,2,1,3,0,0,12,0,1,0,2,1,0
55722,43,0,19,2,7011,1,3,1,0,0,95,0,1,0,1,2,71,0,0,1,2,1,0
21513,55,1,12,4,11867,0,0,0,0,1,35,0,1,2,0,1,86,0,0,0,2,1,0
69190,19,1,1,4,10527,1,0,1,1,0,30,2,1,2,1,1,61,1,0,0,2,1,0
38553,19,0,4,3,6524,2,0,0,0,0,97,2,1,1,2,1,10,0,0,0,1,0,1
51823,28,1,2,4,8223,2,2,2,0,1,60,1,1,1,0,1,17,1,0,1,1,0,1
21894,50,1,33,2,9522,3,0,0,0,1,49,2,2,3,2,0,52,0,0,1,3,2,0
24823,42,1,16,4,8646,2,3,0,2,0,45,0,2,2,1,2,35,1,0,0,2,3,1
1827,29,0,3,2,8771,2,0,0,0,0,92,2,0,2,2,1,39,1,0,1,1,1,1
10260,49,0,10,2,8597,1,1,0,0,0,58,1,0,2,0,1,13,0,0,0,3,1,0
69820,54,0,27,0,4476,1,0,0,0,1,79,2,2,0,1,2,49,0,0,0,2,2,0
31467,50,1,15,0,5097,0,1,0,3,1,67,1,2,2,0,0,60,1,0,0,2,3,1
70828,49,1,25,3,6260,2,1,0,0,0,86,3,2,0,0,1,93,1,0,0,3,2,0
64856,57,1,46,2,8353,1,1,0,1,0,84,4,2,1,0,0,63,0,1,0,0,1,0
16537,46,1,27,2,9226,0,2,0,2,0,38,3,1,4,0,1,94,0,0,0,2,2,1
36341,42,0,31,1,8710,3,2,0,0,1,58,1,1,4,0,1,70,0,0,0,1,1,0
2173,43,0,22,2,7999,3,0,0,2,0,78,0,1,1,1,1,93,0,0,0,1,0,1
24353,46,1,26,3,5753,1,3,0,1,0,4,2,0,2,1,1,91,1,0,1,2,0,1
67784,54,1,42,0,4470,2,0,2,1,0,90,1,1,3,0,2,120,0,0,0,2,3,1
43887,21,1,6,4,10495,1,2,1,1,0,7,3,1,2,0,0,17,0,0,1,1,2,0
69854,22,0,7,1,7105,2,3,0,0,0,93,3,1,0,1,1,27,0,0,0,0,2,0
72854,51,1,5,2,8214,3,0,2,1,0,83,0,1,0,1,1,14,0,0,0,1,1,0
30967,59,0,27,3,5365,2,1,0,1,0,83,1,1,3,2,1,86,0,0,0,2,1,1
57845,22,0,12,3,6242,2,0,2,1,1,24,3,1,1,2,1,31,0,0,0,2,1,1
19121,28,1,14,4,9649,2,0,0,0,0,52,0,1,0,1,2,69,1,0,0,2,2,1
16660,24,0,4,4,11054,1,3,0,1,0,53,1,2,1,0,2,75,0,0,0,2,1,0
1556,50,1,3,3,5727,2,0,3,1,1,60,0,2,1,2,2,60,0,0,0,2,1,0
63313,46,0,3,4,9487,2,2,0,0,0,3,3,2,0,1,1,34,0,0,1,0,0,0
57048,34,1,1,0,4753,2,3,0,0,0,32,3,2,2,0,1,79,0,0,1,2,3,0
64422,20,1,10,2,7596,1,0,0,0,0,29,2,0,0,0,0,68,0,0,0,1,1,0
54369,48,1,24,0,4355,2,2,0,0,0,92,2,0,3,1,2,26,0,0,0,1,0,1
37228,26,0,8,4,10653,2,0,0,0,0,3,2,1,1,1,1,32,0,0,0,0,2,1
13215,26,0,6,3,7279,0,2,0,1,1,20,1,1,0,1,0,9,0,0,0,2,1,1
23714,30,1,18,2,7645,2,0,0,0,0,11,4,1,0,0,1,30,0,0,0,2,2,1
22780,29,0,18,2,7060,1,0,1,0,1,24,3,2,3,0,0,33,0,0,0,2,2,0
27574,58,0,36,3,5865,2,2,0,0,0,42,4,2,0,1,1,95,0,0,0,3,0,0
44438,55,1,41,3,6104,3,0,0,2,0,23,3,2,0,0,1,114,1,0,0,2,1,0
18720,35,1,21,2,9555,2,0,0,0,1,61,3,1,0,0,1,61,0,0,0,2,2,0
52446,57,0,44,0,4748,0,2,2,0,0,57,1,1,5,2,0,100,0,0,1,2,1,1
45634,37,0,29,3,5275,3,3,0,0,1,36,1,2,0,2,1,99,0,0,0,1,2,1
56744,51,0,29,3,5834,0,1,2,0,0,53,3,2,4,0,0,76,0,0,0,1,2,0
23958,25,1,2,3,6680,3,1,0,3,0,43,0,1,3,0,0,29,0,0,0,2,1,0
51509,45,0,12,2,8482,0,0,1,1,1,60,0,1,1,1,1,72,0,0,0,2,1,0
34051,59,1,42,4,11330,2,0,0,3,1,64,2,2,0,1,1,55,0,0,0,2,1,1
71926,18,0,9,2,7381,3,3,0,0,0,67,1,1,4,0,1,32,1,0,0,3,2,0
60115,19,1,6,2,6993,3,3,0,0,1,72,3,1,0,2,1,21,0,0,0,2,2,1
73161,50,1,30,1,8094,2,1,2,0,0,77,0,1,2,0,1,62,0,0,0,0,2,0
9059,31,0,22,1,7182,2,3,0,0,1,59,2,1,0,1,1,44,0,0,0,2,2,1
49829,25,0,14,4,9467,0,0,2,1,1,10,0,1,2,0,1,79,0,0,0,2,1,1
1975,21,0,1,2,6936,1,0,0,1,1,2,0,2,0,2,0,29,1,0,0,3,0,1
68533,42,1,13,3,6343,0,2,1,1,0,1,1,2,0,2,1,82,0,0,0,1,2,1
50496,29,1,2,2,7043,1,2,2,1,0,90,1,1,0,2,2,35,0,0,0,0,1,0
55273,44,0,6,4,6082,3,0,2,1,0,81,2,1,2,0,1,68,0,0,0,2,1,0
66448,26,1,5,0,4982,1,0,0,1,0,59,0,2,0,1,2,62,0,0,1,2,2,0
27270,35,1,16,4,9665,0,3,0,1,0,13,1,1,0,0,2,54,0,0,0,0,0,1
52059,54,0,22,0,4438,2,0,2,0,0,91,0,2,1,0,2,47,0,0,0,2,1,0
64548,56,0,46,2,8069,2,0,0,0,0,20,0,2,0,0,1,63,0,0,0,0,0,0
71320,40,1,21,4,6707,0,0,1,0,0,48,4,2,3,1,2,94,0,0,1,3,1,1
67077,21,0,7,4,8509,2,1,0,1,1,23,3,0,2,0,1,64,0,0,1,2,0,1
42984,43,0,8,4,9640,1,0,0,0,0,54,3,2,0,1,0,56,1,0,1,2,1,1
38963,26,1,6,2,9471,2,0,1,1,0,31,0,0,0,2,1,49,0,0,0,3,1,1
54159,22,1,9,1,9704,1,0,0,1,1,86,0,1,4,1,2,50,0,0,0,2,2,0
27506,22,0,6,0,3931,1,0,0,1,1,58,0,2,0,2,2,21,0,0,0,2,1,0
13927,58,0,40,3,4994,2,0,0,1,0,34,1,2,0,0,1,49,0,0,0,3,1,0
45851,30,1,16,4,9935,1,0,0,2,1,11,1,1,4,1,2,68,0,0,0,2,1,1
32757,48,1,26,2,7712,2,0,0,2,0,63,1,1,3,0,2,28,0,0,0,2,2,1
32650,43,1,26,0,4743,1,2,1,3,1,66,0,1,0,1,0,55,0,0,0,2,0,1
9747,50,1,28,0,5568,2,3,0,0,0,85,1,0,2,0,1,91,0,0,0,1,2,0
1399,42,1,12,4,7161,1,0,2,0,0,38,1,1,1,0,1,70,0,0,0,3,2,0
30675,36,1,27,4,8503,2,0,1,1,0,27,3,2,2,1,1,41,0,0,0,2,1,0
46114,34,0,18,0,4878,0,0,0,0,0,43,0,1,3,2,0,66,0,0,0,2,0,1
62667,23,0,11,2,7158,2,0,0,0,1,10,1,1,2,1,2,78,0,0,1,1,0,0
10696,51,1,41,2,9522,3,2,0,1,0,73,0,2,1,0,1,84,0,0,0,2,3,0
37776,34,1,8,4,10328,1,1,1,0,1,73,0,1,4,0,2,83,0,0,0,1,1,0
71274,28,1,8,1,10649,1,0,0,0,1,72,1,2,4,2,1,52,1,0,0,2,0,1
39960,55,1,13,4,11737,2,0,0,0,0,81,3,0,1,1,2,24,0,0,0,0,1,1
38304,37,0,22,2,6827,2,2,0,0,0,63,1,2,3,1,2,75,0,0,0,2,0,0
46968,59,1,39,4,8269,1,2,0,1,1,6,0,2,2,0,1,83,0,0,0,2,2,1
36862,39,0,28,3,6597,1,2,0,2,0,2,2,2,1,2,2,99,1,0,0,2,2,1
7725,35,0,10,4,8822,2,1,2,0,1,5,3,1,1,0,2,72,0,0,0,2,0,1
41429,24,0,8,1,8167,1,0,0,0,1,37,1,1,0,0,0,20,0,0,0,2,1,1
41827,55,0,4,1,11463,2,0,0,1,0,97,2,0,0,0,1,16,0,0,0,2,2,0
37926,24,0,12,4,8354,2,0,2,0,1,25,0,1,2,0,2,59,1,0,0,3,1,1
36998,35,0,1,2,8098,1,3,0,2,0,15,0,1,2,1,1,52,0,0,1,3,1,1
39814,31,0,15,2,8623,2,0,0,0,0,48,0,0,1,1,2,55,1,0,1,1,2,1
34667,25,0,5,2,9670,1,0,0,0,0,40,4,0,0,0,0,63,0,0,1,3,2,1
4498,38,1,16,0,3583,2,0,2,1,0,72,1,1,0,1,1,19,1,0,0,2,2,1
28481,59,1,14,4,9907,2,0,0,0,0,71,3,1,6,1,1,56,1,0,0,3,0,1
64763,52,0,14,4,8087,1,3,1,0,1,90,3,2,0,1,1,24,0,1,0,2,2,0
16917,52,0,39,2,8425,0,0,0,1,0,67,4,1,0,1,2,72,1,0,0,3,1,1
51087,49,0,34,4,8929,2,1,0,2,1,41,3,1,4,0,1,91,1,0,0,2,2,1
45746,41,1,10,3,5331,1,3,1,2,0,70,4,2,2,1,2,76,0,0,0,2,1,1
65807,47,1,30,2,7157,1,2,0,2,0,14,0,2,0,1,1,83,1,0,0,1,0,0
9470,43,0,9,4,9153,1,3,0,1,0,24,0,2,3,1,0,54,0,0,1,2,1,0
41632,21,1,10,3,5588,3,0,0,0,0,85,1,2,3,1,1,32,0,0,0,2,1,0
64037,25,0,10,3,6295,1,0,2,0,0,26,4,1,6,2,1,81,0,0,0,2,1,1
26893,26,1,18,2,8562,1,2,0,0,0,91,1,1,5,1,1,91,0,0,0,2,2,1
38645,25,1,2,3,6202,2,0,0,0,0,60,2,1,0,0,1,27,1,0,0,1,1,1
41691,44,1,4,4,7461,3,0,1,0,0,10,3,2,1,1,1,53,0,0,0,0,0,1
39566,49,0,35,2,5697,2,0,0,0,0,78,0,0,2,0,1,65,0,0,0,1,1,1
40004,37,1,14,2,7652,0,2,0,0,0,16,2,0,0,1,0,84,0,0,0,2,0,1
53351,43,1,18,0,5044,3,2,0,0,0,95,0,1,1,1,0,27,0,0,0,1,0,1
68496,33,1,7,2,7227,1,3,0,1,1,44,3,1,1,0,1,31,0,0,0,2,1,1
72794,39,0,10,0,3225,0,0,0,0,1,17,4,2,1,0,1,13,0,0,0,3,0,0
17009,52,0,30,4,9360,2,0,0,1,0,53,0,2,4,0,0,37,0,0,0,1,2,0
40974,49,1,10,2,7841,2,0,0,0,0,20,2,1,0,0,1,31,0,0,0,2,1,1
50732,41,0,27,4,10496,2,2,2,0,0,17,1,2,2,1,0,75,0,0,0,2,0,1
29142,19,1,5,0,3243,2,0,0,1,0,89,1,1,1,1,0,52,0,0,0,3,0,1
7991,47,1,16,2,10000,2,3,0,1,1,37,3,1,3,0,1,73,0,0,1,3,0,1
68824,45,0,19,2,10235,2,0,0,4,0,21,3,2,0,0,0,73,0,0,0,2,1,1
45290,39,1,17,2,8154,3,1,3,0,0,38,4,2,0,0,0,67,1,1,0,1,2,1
42304,48,0,10,4,6992,2,0,0,0,0,16,1,1,1,2,0,16,0,0,1,3,1,1
51605,18,1,10,2,8994,2,0,2,0,0,9,2,2,1,2,1,14,0,0,1,2,1,1
41417,24,0,10,3,6149,2,0,2,2,0,22,1,2,2,2,1,71,0,0,0,1,2,0
929,25,1,10,3,5362,2,3,0,0,0,77,0,2,0,1,0,38,0,0,1,3,1,1
71928,35,0,5,2,9382,0,2,0,2,1,25,1,2,3,0,1,80,0,0,0,2,1,0
11233,36,0,10,2,7463,0,0,0,1,0,38,1,1,5,0,1,28,0,0,0,1,2,1
3674,59,0,23,0,3472,1,0,0,0,1,72,1,1,1,2,1,41,1,0,0,2,2,1
9188,26,0,16,3,5365,3,3,1,1,1,74,0,0,3,2,1,60,0,0,0,2,2,0
71105,51,0,4,4,8515,2,0,0,0,0,58,4,1,0,0,1,15,0,0,0,2,1,1
22418,57,0,11,4,8765,3,2,2,0,0,42,2,1,3,0,1,43,0,0,0,2,1,0
53501,54,1,26,4,7342,1,0,0,0,0,36,1,1,2,1,0,102,0,0,0,1,2,0
13730,44,0,20,2,9582,2,3,0,2,1,33,0,0,0,1,1,96,0,1,0,3,0,0
326,59,1,34,3,6455,0,3,1,0,0,30,3,0,2,0,2,70,0,0,0,3,1,0
13591,20,1,2,0,5053,2,3,1,0,0,94,1,1,4,1,2,57,1,1,0,2,0,1
500,49,0,19,4,8781,1,1,0,0,0,80,0,2,4,0,0,72,0,0,0,3,2,0
48799,56,1,6,3,5570,2,2,2,2,1,82,0,2,2,0,1,73,0,0,0,3,1,0
41194,50,0,23,2,6591,3,0,1,0,0,4,0,2,1,0,1,38,0,0,1,0,1,0
7309,25,1,7,3,6216,1,0,0,0,0,73,1,0,2,0,0,58,1,0,0,3,2,1
42585,25,0,15,2,7154,1,1,0,0,1,22,3,1,0,1,1,46,0,0,0,1,2,1
6003,42,1,11,3,5698,0,0,0,2,1,82,2,2,2,1,0,31,0,0,0,2,1,0
47442,43,1,12,2,8138,1,3,0,1,0,4,0,1,1,0,0,46,0,0,0,2,2,0
28127,19,1,2,0,5177,2,1,2,1,0,3,2,1,4,0,2,48,0,1,0,2,1,0
46235,21,0,8,3,7020,2,0,0,2,0,86,4,0,2,1,1,64,0,0,1,2,1,1
30808,35,0,21,4,10662,2,0,0,3,0,15,3,1,4,1,1,71,0,0,0,2,0,1
36737,50,0,5,1,7883,2,1,0,1,0,86,2,2,2,1,2,45,0,0,0,3,1,0
56655,45,0,35,3,6083,0,0,1,0,0,34,3,2,2,1,2,58,0,0,0,2,3,1
1674,50,1,7,3,5630,2,3,0,2,0,13,3,2,1,2,1,57,0,0,0,2,2,1
70751,37,1,3,2,8014,1,3,0,0,1,27,2,2,0,1,1,18,0,0,0,3,3,0
33905,51,1,43,0,5056,0,0,0,1,0,41,0,1,3,1,2,108,1,0,0,1,0,1
41573,42,0,32,4,12001,2,2,0,0,0,32,1,2,2,0,2,72,1,0,0,1,0,1
25933,39,0,18,3,5338,0,0,0,2,1,41,0,2,2,1,0,60,0,0,0,2,2,0
70473,25,0,2,1,8737,2,0,0,0,0,90,2,0,1,0,1,75,0,0,0,2,1,0
8854,32,1,6,0,3577,1,2,1,0,0,48,4,2,3,0,1,64,1,0,0,2,1,1
57931,46,1,7,4,10679,3,0,2,1,0,39,2,2,2,0,0,61,0,0,0,3,1,0
23968,52,0,10,3,5677,1,0,0,0,1,94,3,1,3,2,1,83,0,0,0,2,2,1
70933,49,1,38,2,9102,0,3,0,0,1,26,3,1,1,0,1,59,0,0,1,3,2,1
56913,38,1,20,0,4867,0,0,1,0,1,16,1,2,4,2,1,28,1,0,0,0,1,1
70059,29,1,20,4,7739,0,2,1,2,0,70,3,2,2,0,1,88,0,0,1,2,2,1
14462,39,1,22,3,6050,1,3,1,0,0,21,1,1,0,0,2,91,0,0,0,2,0,1
23598,29,1,17,0,3427,3,0,3,2,0,92,2,0,0,0,2,25,0,0,0,1,2,0
51864,52,1,14,0,3335,0,3,1,0,0,24,1,1,0,1,1,84,0,0,0,3,1,1
18204,36,0,13,4,10226,3,0,0,0,0,90,4,1,0,0,2,78,0,0,0,2,1,0
61547,26,0,13,0,5228,2,3,0,0,0,30,0,0,1,0,2,67,1,0,0,2,2,1
38360,41,0,18,0,3772,3,0,0,4,0,61,0,0,0,1,1,30,0,0,0,1,1,0
66079,24,0,11,0,4503,0,0,1,1,0,60,1,2,0,1,2,72,0,0,0,2,2,0
37876,59,0,29,3,6124,0,0,0,1,0,92,1,1,0,1,1,33,0,0,0,1,2,1
52925,49,0,14,2,7440,1,0,0,1,1,90,0,0,0,2,0,88,0,0,0,2,2,0
47074,52,1,11,1,9832,1,1,0,1,0,53,0,2,3,1,1,28,0,0,0,2,1,0
9979,33,0,6,4,7915,1,3,0,0,1,43,2,1,3,1,1,64,0,0,1,2,1,0
27989,46,0,34,0,3965,2,3,0,0,0,30,2,2,0,1,0,87,0,0,0,2,2,1
40162,35,1,26,0,5061,0,0,1,0,1,9,3,1,0,2,1,52,0,0,0,1,0,1
68445,20,1,6,4,10228,1,3,0,1,0,52,3,1,1,1,1,35,0,0,0,0,0,0
50810,53,1,8,4,9697,2,2,0,0,0,46,0,1,5,2,0,74,0,0,0,2,1,1
40017,54,0,24,0,5552,2,0,2,2,0,59,1,1,4,0,0,63,0,0,0,2,3,1
19272,20,1,5,4,10395,0,1,0,0,0,92,1,2,1,1,1,75,1,0,1,2,2,1
72721,31,1,11,4,10358,2,0,2,0,0,6,3,2,2,1,1,82,0,0,1,2,2,1
20121,47,1,29,4,7554,2,0,3,2,0,75,1,2,5,0,0,34,0,0,1,3,1,1
1941,28,1,7,3,4986,3,3,3,0,0,13,3,2,1,0,1,67,0,0,0,1,1,0
60754,31,1,14,3,5400,2,3,0,1,0,12,0,1,1,0,0,65,0,0,0,3,2,0
7093,36,1,16,4,8390,0,0,0,1,0,42,0,1,0,1,1,64,0,0,0,1,0,1
4420,24,0,4,4,9494,2,0,3,0,0,61,1,2,3,1,0,82,0,0,1,2,1,1
56225,45,1,33,2,8853,2,0,2,1,0,32,3,1,2,0,1,68,1,0,0,1,1,1
41795,37,1,13,4,11052,3,1,0,1,0,40,0,1,1,0,2,74,1,0,0,2,1,1
32877,30,0,4,0,5077,2,3,0,2,0,74,1,1,1,0,0,58,0,0,0,3,0,0
62801,42,0,17,2,8043,2,3,2,1,1,29,2,1,0,1,1,50,0,0,0,2,2,1
54823,31,0,2,4,7982,2,2,0,2,1,86,3,2,0,2,2,23,1,0,0,2,2,0
69675,58,0,26,2,7084,2,0,0,3,0,31,4,2,3,1,1,88,0,0,0,1,2,1
36691,31,0,11,0,4515,2,0,0,0,0,42,2,1,0,1,1,78,0,0,0,3,2,1
2055,45,1,35,0,3671,0,0,0,2,1,5,1,2,0,1,2,98,1,0,0,2,1,1
63843,57,1,24,2,6924,0,0,2,1,0,97,1,1,5,0,0,25,1,0,0,3,1,1
